name,alcohol_%,avg_rating_%,country,description,distillery,img,n_votes,price,taste_box_fruits,taste_box_gravy,taste_box_qualitiy,taste_box_sherry_port_barrel,taste_box_smoke_torf,taste_box_sweet,taste_box_total,url,whisky_type
Akashi Meisei (Japan),40.0,,Japan,Meisei ist eine Kreation aus verschiedenen Malt und Grain Whiskys. Durch die Grainanteile erhielt der Akashi Blend einen angenehm milden Charakter.,Les Whiskies du Monde 77 Avenue Fitzgerald Kennedy 33700 Mérignac/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AKASH0ME0_1.jpg,,3990,,,,,,,,https://www.whisky.de/shop/International/Akashi-Meisei-Japan.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Blended Whisky
Amrut Naarangi (Indien),50.0,,Indien,Für Naarangi wurden den spanischen Sherryfässern für 2 Jahre frische Orangenschalen beigefügt. Anschließend wurde der indische Single Malt darin gereift.,Amrut Distilleries Ltd. The Grainger Suite  Regent Center Dobson House New Castle Upon Tyne NE3 3PF/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AMRUT00NA_1.jpg,,8990,,,,,,,,https://www.whisky.de/shop/International/Amrut-Naarangi-Indien.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Single Malt Whisky
Armorik Lightly Peated for Germany (Frankreich),48.0,,Frankreich,Der Lightly Peated wurde exklusiv für Deutschland und als Small Batch abgefüllt. Dafür wurde die Abfüllung Classic und ein rauchiger Armorik mit 45 ppm verwendet.Limitiert auf 800 Flaschen!,Distillerie Warenghem Route de Guingamp 22300 Lannion/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_ARMOR0LP0_1.jpg,,5190,,,,,,,,https://www.whisky.de/shop/International/Armorik-Lightly-Peated-for-Germany-Frankreich.html?&searchorigin=2,Single Malt Whisky
Penderyn Bryn Terfel (Wales),41.0,,Wales,In der Serie Icons of Wales werden wichtige Personen oder Begebenheiten der Region geehrt. Der Opernsänger Sir Bryn Terfel ist gebürtiger Waliser. Seit 15 Jahren spielt er immer wieder die Rolle des Falstaff. Der trink- und raufsüchtige Soldat kommt in mehreren Stücken von Shakespeare vor.Der Auftritt der Flasche ist ungewöhnlich: Die Flasche ist mit samtenen Fasern beflockt und mit einem Metalletikett versehen.,Welsh Whisky Company Penderyn Distillery Pontpren Penderyn CF44 0SX/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PENDE0BRT_1.jpg,,7490,,,,,,,,https://www.whisky.de/shop/International/Penderyn-Bryn-Terfel-Wales.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Lot 40 (Kanada),43.0,4.0,Kanada,"Lot 40 wurde für kanadischen Whisky eher unüblich, in Pot Stills gebrannt und in frischen Eichenfässern gereift. Anschließend wurde der Rye als Small Batch abgefüllt.",Borco-Marken-Import GmbH & Co. KG Winsbergring 12-22 22525 Hamburg/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_LOT400RYE_1.jpg,3,3490,,,,,,,,https://www.whisky.de/shop/International/Lot-40-Kanada.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Rye
Akashi Blended (Japan),40.0,3.3,Japan,Dieser Blend ist die Standardabfüllung der japanischen Brennerei White Oak. Für den Blend wurde zu 30% Malt und zu 70% Grain Whisky verwendet. Nach drei Jahren in Bourbonfässern wurde der Whisky noch zwei Jahre in frischen Eichenfässern nachgereift.,Les Whiskies du Monde 77 Avenue Fitzgerald Kennedy 33700 Mérignac/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AKASH00BL_1.jpg,11,2990,,,,,,,,https://www.whisky.de/shop/International/Akashi-Blended-Japan.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Blended Whisky
Kavalan Solist Sherry (Taiwan),57.1,,Taiwan,"In der Solist-Serie werden Einzelfässer abgefüllt. Jede Abfüllung ist mit Seriennummer, Fassart und Unterschrift des Master Blenders versehen.Diese Abfüllung stammt aus einem Oloroso Sherryfass.Die Fassnummer kann von der im Foto abgebildeten Nummer abweichen!",King Car Germany GmbH Corneliusstr. 18 40215 Düsseldorf/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_KAVALSOSH_1.jpg,,11850,61,76,87,83,0,34,78,https://www.whisky.de/shop/International/Kavalan-Solist-Sherry-Taiwan.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
Pfanner Red Wood (Österreich) 2011,43.0,3.5,Österreich,"Seit 2005 wird im Vorarlberg Österreichs Whisky gebrannt. Inzwischen hat die Brennerei mit dem Hasen als Markenzeichen, mehrere Abfüllungen vorzuweisen. Der limitierte Redwood reifte für 3 Jahre in Weinfässern.",Privatdestillerie Hermann Pfanner Alte Landstr. 10 6923 Lauterach/AT,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PFANN0RE0_1.jpg,2,4490,,,,,,,,https://www.whisky.de/shop/International/Pfanner-Red-Wood-Oesterreich-2011.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Sikkim Old Gold - Dolch (Indien),40.0,2.1,Indien,"Dieser Single Malt Whisky stammt aus dem indischen Himalaya. Indien gehört neben Schottland und der USA zu den größten Whiskyproduzenten der Welt. Wie aus 1001 Nacht erscheint dieser Dolch. Das Glas ist leicht grünlich mit Luftblasen. Hoch im Himalaya, kurz vor der Chinesischen Grenze wird dieses ungewöhnliche Stück hergestellt und mit Single Malt Whisky befüllt.",Himalaya's Dreams e.K. Weberstr. 38 94513 Schönberg/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SIKKIMDOL_1.jpg,11,1390,54,41,38,3,1,43,41,https://www.whisky.de/shop/International/Sikkim-Old-Gold-Dolch-Indien--.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Malt Whisky
Säntis Dreifaltigkeit (Schweiz),52.0,4.4,Schweiz,"Dreifaltigkeit ist die rauchige Edition von Säntis. Dafür wird das Malz über einer Mischung von Hochmoortorf, Apfel-, Buchen- und Eichenholzspänen gedarrt. Nach der mehrjährigen Reifung in Bierfässern wird der Schweizer Malt abgefüllt.",Wine & Spirit Partner Inh. Andrea Caminneci Kirschenstr. 3 53340 Meckenheim/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SAENT0DRE_1.jpg,24,4990,,,,,,,,https://www.whisky.de/shop/International/Saentis-Dreifaltigkeit-Schweiz.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Malt Whisky
Amrut Naarangi (Indien),50.0,,Indien,Für Naarangi wurden den spanischen Sherryfässern für 2 Jahre frische Orangenschalen beigefügt. Anschließend wurde der indische Single Malt darin gereift.,Amrut Distilleries Ltd. The Grainger Suite  Regent Center Dobson House New Castle Upon Tyne NE3 3PF/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AMRUT00NA_1.jpg,,8990,,,,,,,,https://www.whisky.de/shop/International/Amrut-Naarangi-Indien.html?&searchorigin=2,Single Malt Whisky
Glen Els Rivesaltes Casks (Deutschland) 5J-2011/2017,49.9,4.0,Deutschland,Das Malz für diesen Whisky wurde mit leichtem Holzrauch getrocknet. Der Whisky reifte in französischen Rivesaltes Weinfässern aus den Pyrenäen.Limitiert auf 777 Flaschen!,Hammerschmiede Spirituosen Karl-Theodor Buchholz Elsbach 11a 37449 Zorge/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_GELS00FR0_1.jpg,1,7990,,,,,,,,https://www.whisky.de/shop/International/Glen-Els-Rivesaltes-Casks-Deutschland.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
Paul John Bold (Indien),46.0,4.3,Indien,Der Bold ist eine rauchige Abfüllung des indischen Whiskyherstellers Paul John. Der Single Malt ergänzt seit Ende 2015 das Standardsortiment.,Bremer Spirituosen Contor GmbH Gisela-Müller-Wolff-Str.7 28197 Bremen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PJOHN00BO_1.jpg,8,4490,59,66,76,26,54,40,63,https://www.whisky.de/shop/International/Paul-John-Bold-Indien.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Akashi Blended (Japan),40.0,3.3,Japan,Dieser Blend ist die Standardabfüllung der japanischen Brennerei White Oak. Für den Blend wurde zu 30% Malt und zu 70% Grain Whisky verwendet. Nach drei Jahren in Bourbonfässern wurde der Whisky noch zwei Jahre in frischen Eichenfässern nachgereift.,Les Whiskies du Monde 77 Avenue Fitzgerald Kennedy 33700 Mérignac/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AKASH00BL_1.jpg,11,2990,,,,,,,,https://www.whisky.de/shop/International/Akashi-Blended-Japan.html?&searchorigin=2,Blended Whisky
Armorik Dervenn (Frankreich),46.0,,Frankreich,"Dervenn, bretonisch für Eiche, zeigt eindrucksvoll den Geschmack von frischen, bretonischen Eichenfässern. Die französischen Fässer werden bereits seit längerem für die Erstreifung des Double Matured verwendet. Mit Dervenn kann man nun den vollen Geschmack der Fässer erleben.Die limitierte Edition erschien erstmals 2016. Bei der Fassproduktion wird mit dem regionalen Forstamt zusammengearbeitet. Für jede gefällte Eiche wird ein neuer Jungbaum gepflanzt.Limitiert auf 2.000 Flaschen!",Distillerie Warenghem Route de Guingamp 22300 Lannion/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_ARMOR0DE2_1.jpg,,4890,,,,,,,,https://www.whisky.de/shop/International/Armorik-Dervenn-Frankreich.html?&searchorigin=2,Single Malt Whisky
Hellyers Road Pinot Noir (Tasmanien),46.2,3.5,Tasmanien,"1825 war Henry Hellyer einer der ersten europäischen Entdecker, die den zerklüfteten Nord-Westen Tasmaniens betraten. Als Chefvermesser hatte er nur eine Ochsenherde und die einfachsten Geräte, um eine unbefestigte Straße in der Wildnis zu bauen. Fast 200 Jahre später führt diese Straße zu der Hellyers Road Distillery. Die Reife in Pinot Noir-Fässern gibt dieser Abfüllung ein ganz neues Geschmackserlebnis.",La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_HELLY00PN_1.jpg,2,6490,,,,,,,,https://www.whisky.de/shop/International/Hellyers-Road-Pinot-Noir-Tasmanien.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
Preussischer Whisky Sommerabfüllung (Deutschland) 5J-/2017,51.8,,Deutschland,"Dieser Whisky stammt aus der Uckermark. Cornelia Bohn gründete die Preussische Whisky Brennerei in den Ruinen einer alten Brennerei. Mit dem Geist der preussischen Tugenden wie Genauigkeit und Fleiß wurden die Pferdeställe renoviert und sind nun Herstellungsort für einen besonderen Whisky. Auch das Etikett eines Pferdes mit preussischer Pickelhaube erinnert an das alte Erbe. Geschenkpackung aus Filz.Einzelfassabfüllung, handsigniert.",Preussische Whisky Destillerie Am Gutshof 3 16278 Mark Landin/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PREUS0SO0_1.jpg,,7990,,,,,,,,https://www.whisky.de/shop/International/Preussischer-Whisky-Sommerabfuellung-Deutschland-5J-2017.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Hirsch Selection Canadian Rye 20 Jahre,43.0,,Kanada,"'Hirsch Selection' ist eine handverlesene Serie feinster Rye Whiskys. Kenner wählten diese Ryes in Small Batches aus und reiften sie bis zum Höhepunkt. Dies ist ein sehr aromatischer und milder Rye, der für 20 Jahre im Eichenfass reifte.",,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_HIRSC20CR_1.jpg,,17800,,,,,,,,https://www.whisky.de/shop/International/Hirsch-Selection-Canadian-Rye-20-Jahre.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Rye
Mackmyra Vinterdröm Rumfinish (Schweden),46.1,3.5,Schweden,"Die 2016er Winterabfüllung von Mackmyra entstand in Zusammenarbeit mit dem Rum-Produzenten Plantation Rum. Der schwedische Vinterdröm erhielt eine Nachreifung in Fässern, die zuvor mit Barbados- und Jamaikarum gesättigt wurden.",Mackmyra Svensk Whisky AB Kolonnvägen 2 80267 Gävle/SE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_MACKM00VI_1.jpg,8,4590,,,,,,,,https://www.whisky.de/shop/International/Mackmyra-Vinterdroem-Schweden.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
Aichinger Weizenmalt No. 13 (Österreich),40.0,4.0,Österreich,"Der Weizenmalt No. 13 von der österreichischen Brennerei Aichinger wurde aus Weizen und Weizenmalz gebrannt. Die Lagerung erfolgte hauptsächlich in frischen, europäischen Eichenfässern.",Hilka GmbH Hilkering 12 4081 Hartkirchen/AT,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AICHI0013_1.jpg,3,4190,,,,,,,,https://www.whisky.de/shop/International/Aichinger-Weizenmalt-No-13-Oesterreich.html?&searchorigin=2,Weizen Whisky
Kirin (Japan) 18 Jahre,43.0,,Japan,Am Fuß des Fuji Berges liegt die gleichnamige Whiskybrennerei Fuji Sanroku. Ihr 18-jähriger Whisky besticht durch seinen ausbalancierten und milden Charakter.,,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_KIRIN1800_1.jpg,,38800,,,,,,,,https://www.whisky.de/shop/International/Kirin-Japan-18-Jahre.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Blended Whisky
Aichinger Selected Cask (Österreich),51.0,4.0,Österreich,Der Blend Selected Cask wurde aus Weizen und Gerstenmalz kreiert und in europäischen Eichenfässern gereift. Die Barriquefässer fassten 225 Liter. Danach folgte ein 6-monatiges Finish in Weinfässern bevor er in Fassstärke abgefüllt wurde.,Hilka GmbH Hilkering 12 4081 Hartkirchen/AT,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AICHI00SE_1.jpg,3,5490,,,,,,,,https://www.whisky.de/shop/International/Aichinger-Selected-Cask-Oesterreich.html?&searchorigin=2,Blended Whisky
Langatun Sherry Finish (Schweiz) 2011/2017,49.1,,Schweiz,Diese limitierte Edition wurde 2011 gebrannt und in einem Oloroso Sherryfass nachgereift. Der Malt wurde als Einzelfass abgefüllt.Limitiert auf 380 Flaschen!,Whiskymax Import Industriestr. 18 63533 Mainhausen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_LANGA0OL_1.jpg,,6490,,,,,,,,https://www.whisky.de/shop/International/Langatun-Sherry-Finish-Schweiz-2011-2017.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
Säntis Alpstein XI Sherry Cask (Schweiz) 7J-/2015,48.0,,Schweiz,"Die elfte Abfüllung des Säntis Single Malts wurde dieses Mal in Sherryfässern nachgereift. Das Ergebnis ist ein klassischer Säntis, wie wir ihn aus den Anfangstagen kennen.Limitiert auf 2.200 Flaschen!",Wine & Spirit Partner Inh. Andrea Caminneci Kirschenstr. 3 53340 Meckenheim/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SAENTALXI_1.jpg,,5990,,,,,,,,https://www.whisky.de/shop/International/Saentis-Alpstein-XI-Sherry-Cask-Schweiz-7J-2015.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Malt Whisky
Preussischer Whisky Frühlingsabfüllung (Deutschland) 5J-/2017,55.4,3.0,Deutschland,"Dieser Whisky stammt aus der Uckermark. Cornelia Bohn gründete die Preussische Whisky Brennerei in den Ruinen einer alten Brennerei. Mit dem Geist der preussischen Tugenden wie Genauigkeit und Fleiß wurden die Pferdeställe renoviert und sind nun Herstellungsort für einen besonderen Whisky. Auch das Etikett eines Pferdes mit preussischer Pickelhaube erinnert an das alte Erbe. In Geschenkpackung aus Filz.Einzelfassabfüllung, handsigniert.",Preussische Whisky Destillerie Am Gutshof 3 16278 Mark Landin/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PREUS0FR0_1.jpg,2,6990,,,,,,,,https://www.whisky.de/shop/International/Preussischer-Whisky-Fruehlingsabfuellung-Deutschland-5J-2017.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Kavalan King Car (Taiwan),46.0,4.3,Taiwan,"Um sich das nötige Fachwissen anzueignen, entsandte Kavalan eine Mitarbeiterdelegation nach Europa. Hier erlernten die Taiwanesen alles Wichtige rund um die Whiskyproduktion.Diese Abfüllung wird nicht unter dem Markennamen Kavalan, sondern unter dem Konzernnamen der Brennerei vertrieben. King Car Conductor wurde in acht verschiedenen Fassarten gereift.",King Car Germany GmbH Corneliusstr. 18 40215 Düsseldorf/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_KAVALKING_1.jpg,12,5790,47,49,66,65,0,62,49,https://www.whisky.de/shop/International/Kavalan-King-Car-Taiwan.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
Armorik Dervenn (Frankreich),46.0,,Frankreich,"Dervenn, bretonisch für Eiche, zeigt eindrucksvoll den Geschmack von frischen, bretonischen Eichenfässern. Die französischen Fässer werden bereits seit längerem für die Erstreifung des Double Matured verwendet. Mit Dervenn kann man nun den vollen Geschmack der Fässer erleben.Die limitierte Edition erschien erstmals 2016. Bei der Fassproduktion wird mit dem regionalen Forstamt zusammengearbeitet. Für jede gefällte Eiche wird ein neuer Jungbaum gepflanzt.Limitiert auf 2.000 Flaschen!",Distillerie Warenghem Route de Guingamp 22300 Lannion/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_ARMOR0DE2_1.jpg,,4890,,,,,,,,https://www.whisky.de/shop/International/Armorik-Dervenn-Frankreich.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Single Malt Whisky
Amrut Intermediate Sherry (Indien),57.1,4.6,Indien,"Diese Single Malt Whisky von Amrut aus Indien wurde zunächst in frischen Eichen- und Bourbonfässern gereift, bevor er in spanischen Oloroso Sherryfässern für ein Jahr weiter reifte. Zum Abschluss wurde er wieder in Ex-Bourbon Fässer gefüllt. Daher die Bezeichnung Intermediate Sherry.",Amrut Distilleries Ltd. The Grainger Suite  Regent Center Dobson House New Castle Upon Tyne NE3 3PF/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AMRUT00SH_1.jpg,5,6990,,,,,,,,https://www.whisky.de/shop/International/Amrut-Intermediate-Sherry-Indien.html?&searchorigin=2,Single Malt Whisky
Bosch Schwäbischer Whisky vom Alb-Dinkel (Deutschland) 4 Jahre,40.0,1.8,Deutschland,Für diesen Whisky wurde der Sommerduft eines Dinkelfeldes eingefangen. Die lange Lagerung im Fass und das feine Destillat... ein Erlebnis! Dieser Whisky wird mit viel Aufwand und Herzblut in einer kleinen Brennerei im Lenninger Tal direkt am Fuße der Schwäbischen Alb hergestellt.,Bosch Edelbrand Kirchheimer Str. 43 73252 Lenningen-Unterlenningen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_BOSCH0000_1.jpg,4,3190,41,38,44,4,3,48,40,https://www.whisky.de/shop/International/Bosch-Schwaebischer-Whisky-vom-Alb-Dinkel-Deutschland-4-Jahre.html?&searchorigin=2,Dinkel Whisky
Penderyn Sherrywood (Wales),46.0,3.3,Wales,Penderyn Sherrywood ist ein köstlicher und fruchtiger Single Malt Whisky aus Wales. Der Whisky reifte in Ex-Bourbonfässern und erhielt sein Finish in ausgesuchten Oloroso-Sherryfässern. Er wurde nicht kühlgefiltert und mit starken 46% vol abgefüllt.,Welsh Whisky Company Penderyn Distillery Pontpren Penderyn CF44 0SX/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PENDE00SH_1.jpg,17,4790,64,64,76,69,1,32,50,https://www.whisky.de/shop/International/Penderyn-Sherrywood-Wales--.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Gouden Carolus (Belgien),46.0,4.0,Belgien,"Seit 2003 brennt der Bierbrauer Charles Leclef belgischen Single Malt. Als Maische wird das hauseigene Gouden Carolus Tripel Bier verwendet, jedoch ohne Hopfen. Anschließend wird der Rohbrand in Brennblasen aus der Speyside destilliert. Nach der Reifung in Bourbonfässern erhält der belgische Whisky noch einen 6-monatigen Feinschliff in Het-Anker-Fässern. Diese speziellen Fässer wurden in Zusammenarbeit mit Dr. James Swan erstellt. Eine portugiesische Fassbinderei bereitet die 200 Liter-Fässer aus amerikanischer Weißeiche auf. Dabei werden sie mit einem besonderen Verfahren ausgebrannt.",Het Anker Mechelen Guido Gezellelaan 49 2800 Mechelen/BE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_GOUDE0CAR_1.jpg,2,3990,,,,,,,,https://www.whisky.de/shop/International/Gouden-Carolus-Belgien.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
Suntory Hakushu (Japan) 18 Jahre,43.0,,Japan,"Hakushu bedeutet übersetzt soviel wie weiße Sandbänke. Benannt wurde dieser Single Malt Whisky nach den reichen Mineralvorkommen im Fluß auf der Insel Honshu, der zur Brennerei Suntory führt.",Beam Suntory UK Ltd. Springburn Bond Carlisle Street Glasgow G21 1EQ/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SUNTOHA18_1.jpg,,23800,,,,,,,,https://www.whisky.de/shop/International/Suntory-Hakushu-Japan-18-Jahre--.html?force_sid=ce30dcfe8e9c0c517f71acd315a46eae&&searchorigin=2,Single Malt Whisky
The New Zealand Double Wood (Neuseeland) 16 Jahre,40.0,4.0,Neuseeland,"Die Whiskyherstellung in Neuseeland geht auf schottische Einwanderer im Jahr 1838 zurück. Dieser Whisky stammt aus der Brennerei Willowbank, die in den 90er Jahren verkauft und geschlossen wurde. Die letzten 443 Fässer wurden von der The New Zealand Whisky Company erworben.Dieser Blend besteht zu 70% aus Single Malt und zu 30% aus Grain Whisky. Nach einigen Jahren in Bourbonfässern wurde der Whisky noch für 10 Jahre in Rotweinfässern nachgereift.",La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NEWZE16DW_1.jpg,1,7990,,,,,,,,https://www.whisky.de/shop/International/The-New-Zealand-DoubleWood-Neuseeland-16-Jahre.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Blended Whisky
Puni Sole (Italien) 4J-/2017,46.0,,Italien,"Sole, die Sonne, erinnert mit ihrem Namen an verschiedene Eckpunkte der Sherryproduktion. Nachdem die Weintrauben in der Sonne Spaniens getrocknet wurden, werden die befüllten Fässer mit dem Solera-Verfahren ausgebaut.Sole bildet zusammen mit Alba und Nova das Kernsortiment der Brennerei Puni. Der Whisky wurde mit einem 2-jährigen Finish in PX Sherryfässern abgerundet.Batch 1",Puni Distilleria Srl Via Puni 10 39020 Glorenza/IT,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PUNI0SO01_1.jpg,,6390,,,,,,,,https://www.whisky.de/shop/International/Puni-Sole-Italien-4J-2017.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Malt Whisky
Armorik Classic (Frankreich),46.0,2.9,Frankreich,"Ja, Asterix lebt! Im Land der Bretonen haben sich alte keltische Traditionen gehalten und man stellt auch Single Malt Whisky her. Für diesen besonderen Single Malt Whisky wurden die verschiedenste Fasstypen und Altersstufen vermählt. Mystères de l'âme Celtic.",Distillerie Warenghem Route de Guingamp 22300 Lannion/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_ARMOR00CL_1.jpg,11,2990,45,52,60,23,13,49,53,https://www.whisky.de/shop/International/Armorik-Classic-Frankreich--.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Single Malt Whisky
Finch Destillers Edition (Deutschland) 6J-2009/2015,42.0,2.3,Deutschland,Die Brennerei Finch besitzt die größte Pot Still Deutschlands. Sie wurde in Zusammenarbeit mit einem benachbarten Brennblasenhersteller entwickelt. Für die limitierte Destillers Edition wurde ein 6-jähriger Whisky aus einem Weißwein-Barriquefass mit einem 6-Jährigen aus dem Bourbonfass vermählt. Als Basis wurde heimischer Weizen verwendet.,Hans Gerhard Fink Aicherstr. 7/9 89191 Nellingen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_FINCH00DE_1.jpg,4,3890,,,,,,,,https://www.whisky.de/shop/International/Finch-Destillers-Edition-Deutschland-2009-2015.html?force_sid=11aa901d7b73bc28aac3b6caaef6b079&&searchorigin=2,Weizen Whisky
Vulson White Rhino Rye Spirit (Frankreich),41.0,,Frankreich,"Vulson errichtete im frühen 17. Jahrhundert das Haus, in dem heute die Brennerei Domain des Hautes Glaces ansässig ist. Vulson war auch ein bekannter Wappenkünstler. Unter anderem erschuf er das Nashorn, das heute das Etikett der gleichnamigen Abfüllung ziert. Der White Rhino Rye Spirit ist klar, denn er reifte 18 Monate in einem Inox-Fass. Diese Fässer aus Edelstahl werden normalerweise für die Weinlagerung verwendet, geben aber kein Aroma ab.",Domaine des Hautes Glaces Col Accarias 38710 Saint Jean d'Hérans/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_VULSO0RYE_1.jpg,,3990,,,,,,,,https://www.whisky.de/shop/International/Vulson-White-Rhino-Rye-Spirit-Frankreich.html?force_sid=ce30dcfe8e9c0c517f71acd315a46eae&&searchorigin=2,Destillat (Spirit)
Paul John Brilliance (Indien),46.0,3.4,Indien,Die John Brennerei wurde 1992 von Paul P. John in Goa im Süden Indiens gegründet und produziert Whisky nach britischem Vorbild.,Bremer Spirituosen Contor GmbH Gisela-Müller-Wolff-Str.7 28197 Bremen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PJOHN00BR_1.jpg,7,3490,59,65,66,29,11,23,64,https://www.whisky.de/shop/International/Paul-John-Brilliance-Indien.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Glen Els PX Sherry(Deutschland) 5J-2012/2017,47.5,,Deutschland,Für das Weihnachtsgeschäft 2017 schuf Glen Els wieder 2 neue 'gently woodsmoked'-Abfüllungen. Das Malz für den Whisky wird mit leichtem Holzrauch getrocknet. Dieser Malt aus dem Jahr 2012 reifte 5 Jahre lang in PX Sherryfässern.Limitiert auf 805 Flaschen!,Hammerschmiede Spirituosen Karl-Theodor Buchholz Elsbach 11a 37449 Zorge/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_GELS00GWP_1.jpg,,7990,,,,,,,,https://www.whisky.de/shop/International/Glen-Els-PX-Sherry-Deutschland-5J-2012-2017.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
